Year,Month,Day,Achnanthes species,Actinoptychus senarius,Actinoptychus species,Actinoptychus splendens,Amphora species,Asterionellopsis glacialis,Asterionellopsis kariana,Asterolampra marylandica,Asteromphalus heptactis,Asteromphalus hookeri,Asteromphalus species,Aulacodiscus species,Aulacoscira granulata,Bacteriastrum delicatulum,Bacteriastrum elongatum,Bacteriastrum furcatum,Bacteriastrum solitarium,Bacteriastrum species,Biddulphia biddulphiana,Biddulphia sp. 1,Biddulphia sp. 2,Biddulphia species,Cerataulina pelagica,Cerataulina species,Cerataulus species,Chaetoceros aequatorialis,Chaetoceros affinis,Chaetoceros atlanticus,Chaetoceros borealis,Chaetoceros cinctus,Chaetoceros compressus,Chaetoceros concavicornis,Chaetoceros constrictus,Chaetoceros contortus,Chaetoceros convolutus,Chaetoceros costatus,Chaetoceros criophilus,Chaetoceros curvisetus,Chaetoceros danicus,Chaetoceros debilis,Chaetoceros decipiens,Chaetoceros densus,Chaetoceros diadema,Chaetoceros didymus,Chaetoceros difficilis,Chaetoceros eibenii,Chaetoceros furcellatus,Chaetoceros gracilis,Chaetoceros holsaticus,Chaetoceros laciniosus,Chaetoceros lorenzianus,Chaetoceros messanensis,Chaetoceros pelagicus,Chaetoceros peruvianus,Chaetoceros pseudocrinitus,Chaetoceros radicans,Chaetoceros similis,Chaetoceros simplex,Chaetoceros socialis,Chaetoceros sp. 1,Chaetoceros species,Chaetoceros teres ,Chaetoceros vanheurckii,Climacosphenia elongata,Climacosphenia species,Cocconeis costata,Cocconeis scutellum,Cocconeis species,Corethron criophilum,Coscinodiscus centralis,Coscinodiscus granii,Coscinodiscus radiatus,Coscinodiscus sp. 1,Coscinodiscus species,Cylindrotheca closterium,Dactyliosolen antarcticus,Dactyliosolen fragilissimus,Dactyliosolen species,Dactyliosolen tenuijunctus,Detonula pumila,Ditylum brightwellii,Ditylum species,Eucampia zodiacus,Eunotia species,Eupodiscus sp. 1,Fragilaria islandica,Fragilaria species,Fragilaria striatula,Fragilariopsis doliolus,Grammatophora marina,Grammatophora species,Guinardia delicatula,Guinardia flaccida,Guinardia striata,Helicotheca tamesis,Hemiaulus hauckii,Hemiaulus sinensis ,Hemiaulus sp. 1,Hemiaulus species,Isthmia nervosa,Isthmia species,Lauderia annulata,Leptocylindrus danicus,Leptocylindrus mediterraneus,Leptocylindrus minimus,Licmophora abbreviata,Licmophora species,Lithodesmium undulatum,Melosira arctica,Melosira dubia,Melosira species,Meuniera membranacea,Navicula species,Neocalyptrella robusta,Nitzschia longissima,Odontella aurita,Odontella longicruris,Odontella mobiliensis,Paralia sulcata ,Planktoniella sol,Pleurosigma species,Proboscia alata,Proboscia indica,Psammodiscus nitidus,Pseudo-nitzschia australis,Pseudo-nitzschia delicatissima,Pseudosolenia calcar-avis,Rhabdonema adriaticum ,Rhabdonema arcuatum,Rhabdonema species,Rhizosolenia hebetata f. semispina,Rhizosolenia imbricata,Rhizosolenia setigera,Rhizosolenia sp. 1,Rhizosolenia sp. 2,Rhizosolenia species,Rhizosolenia styliformis,Skeletonema costatum,Stephanopyxis nipponica,Stephanopyxis palmeriana,Stephanopyxis species,Stephanopyxis turris,Striatella unipunctata,Surirella species,Thalassionema frauenfeldii,Thalassionema nitzschioides,Thalassiosira aestivalis,Thalassiosira anguste-lineata,Thalassiosira bioculata,Thalassiosira decipiens,Thalassiosira eccentrica,Thalassiosira gravida,Thalassiosira hyalina,Thalassiosira nordenskioeldii,Thalassiosira pacifica,Thalassiosira punctigera,Thalassiosira rotula,Thalassiosira sp. 1,Thalassiosira species,Thalassiosira subtilis,Thalassiothrix longissima,Thalassiothrix sp. 1,Thalassiothrix sp. 2,Thalassiothrix species,Triceratium species,Tropidoneis species
1930 ,9 ,9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 ,9 ,16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,200 ,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 ,9 ,23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 ,,100 ,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 ,9 ,30 ,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 ,10 ,7 ,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,800 ,,,,,,,,500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 ,10 ,14 ,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,3800 ,,,,,,,1200 ,,,,,,,,,,,,,,,,,,1500 ,,,500 ,,2300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,300 ,,,,,,,,,,,,,,,,,,,,,900 ,,,200 ,,,,,100 ,,,,1300 ,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 ,10 ,21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 ,,,,,,,,,,800 ,,100 ,,,,,,400 ,,,,700 ,,100 ,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,
1930 ,10 ,28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 ,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,900 ,,100 ,,,,,,400 ,100 ,,,300 ,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,
1930 ,11 ,4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,100 ,,,,,,,1100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 ,11 ,11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 ,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 ,11 ,18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,200 ,,200 ,,,,,,,,,,,,,,,,,,,,,800 ,,,,,,,,300 ,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 ,11 ,25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,300 ,,200 ,,,,,,200 ,,,,100 ,,,,,,,,,,,,,,,,,,,100 ,,200 ,,,,,,,,,,,,,,,,100 ,,,,
1930 ,12 ,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 ,12 ,9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 ,12 ,16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,600 ,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 ,12 ,23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,
1930 ,12 ,30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,1 ,7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,100 ,,,,,,,,,,,,,,,,,,,,
1931 ,1 ,14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,700 ,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 ,,,,,,,,,,,,,,,,,,,,
1931 ,1 ,21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,800 ,,,,,,,,,,,,,,,,,,,,
1931 ,1 ,28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 ,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,100 ,,,,,,200 ,,,,400 ,,,,,,,,,,,,,500 ,,,,,,,,700 ,,,,,,,,,,,,,,,,,,,,
1931 ,2 ,4 ,,,,,,100 ,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,300 ,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,
1931 ,2 ,11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,
1931 ,2 ,18 ,,,,,,500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100 ,,,,,,,,,,,,,,,,,,,,,,,300 ,,,,,,,,200 ,,,,,,,,,,,,,,,,,200 ,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,
1931 ,2 ,25 ,,,,,,600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,100 ,,,,,,,200 ,,600 ,,,,,,100 ,,,,900 ,,,,,,,,,,,,,800 ,,,,,,,,600 ,,,,,,,,,,,,,,,,,,,,
1931 ,3 ,4 ,,,,,,2200 ,,,,,,,,,,,,,,,,,,,,,,,,,2000 ,,,,,,,2000 ,,,,,,,,,,,,,,,,200 ,,,,,2200 ,,6600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,600 ,,,,,,,,,,2000 ,,1400 ,,,,,,,,,,3200 ,,,,,,,,1200 ,,,,,2800 ,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,
1931 ,3 ,11 ,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 ,,,,,,,,,,,,,,100 ,,200 ,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,900 ,,,,,,,,100 ,,,,,1900 ,,,,,,,,300 ,,,,,,,,,,,,,,,,,,,,
1931 ,3 ,18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 ,,,,,,,,,200 ,,,600 ,,,,,,,,,,,100 ,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,
1931 ,3 ,25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,100 ,,,,,,,100 ,,,,,,,,300 ,,,,400 ,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,
1931 ,4 ,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,800 ,,100 ,200 ,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,
1931 ,4 ,8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,200 ,,300 ,,,,,,,,,,800 ,,,,,,,,,,,,,,,,,,,100 ,,300 ,,,,,,,,,,,,,,,,,,,,
1931 ,4 ,15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 ,,,,,600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,
1931 ,4 ,22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,4 ,29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,5 ,6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,5 ,13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,5 ,20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,400 ,,,100 ,,,,,,,,,200 ,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,5 ,27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,600 ,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,6 ,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,100 ,,,600 ,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,
1931 ,6 ,10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,200 ,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,6 ,17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,6 ,24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,7 ,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,7 ,8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,7 ,15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,7 ,22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,
1931 ,7 ,29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,8 ,5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,8 ,12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,200 ,,,,,,,600 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,8 ,19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,8 ,26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,9 ,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 ,,,,,,,,,,,,,,,,,,,,
1931 ,9 ,9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,1000 ,,,,,,,,100 ,,,,100 ,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,
1931 ,9 ,16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,100 ,,,,,100 ,,,,,,,,,,,,,,,,,,1900 ,,,,,,,,100 ,,,,100 ,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,
1931 ,9 ,23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,300 ,,,,,,,400 ,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,9 ,30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,100 ,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,10 ,7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,300 ,,100 ,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,10 ,14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,10 ,21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,600 ,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,400 ,,,,,,,,,,,,,,,,,,,,
1931 ,10 ,28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,100 ,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,11 ,4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,11 ,11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ,,,100 ,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931 ,11 ,18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,200 ,,,,,,,,,,,,100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
